"bike_id","city_id","start_point"
"406","KRLST","[13.45206,59.38414]"
"407","KRLST","[13.53092,59.38917]"
"408","KRLST","[13.5423,59.39804]"
"409","KRLST","[13.55527,59.4156]"
"410","KRLST","[13.47666,59.38867]"
"411","KRLST","[13.51914,59.37387]"
"412","KRLST","[13.53337,59.40625]"
"413","KRLST","[13.49408,59.40387]"
"414","KRLST","[13.49633,59.36798]"
"415","KRLST","[13.46256,59.37632]"
"416","KRLST","[13.49832,59.36575]"
"417","KRLST","[13.54664,59.40346]"
"418","KRLST","[13.50276,59.38723]"
"419","KRLST","[13.46565,59.38336]"
"420","KRLST","[13.52284,59.40004]"
"421","KRLST","[13.46748,59.38471]"
"422","KRLST","[13.51756,59.3817]"
"423","KRLST","[13.48083,59.37425]"
"424","KRLST","[13.51288,59.38382]"
"425","KRLST","[13.51715,59.37644]"
"426","KRLST","[13.49898,59.39987]"
"427","KRLST","[13.47579,59.38332]"
"428","KRLST","[13.58073,59.40159]"
"429","KRLST","[13.47773,59.36776]"
"430","KRLST","[13.52251,59.38886]"
"431","KRLST","[13.57038,59.41414]"
"432","KRLST","[13.4545,59.39135]"
"433","KRLST","[13.54797,59.39901]"
"434","KRLST","[13.45821,59.37788]"
"435","KRLST","[13.56293,59.40385]"
"436","KRLST","[13.50789,59.40255]"
"437","KRLST","[13.49529,59.38692]"
"438","KRLST","[13.51213,59.37138]"
"439","KRLST","[13.48191,59.41731]"
"440","KRLST","[13.53056,59.3902]"
"441","KRLST","[13.47433,59.37388]"
"442","KRLST","[13.53757,59.40239]"
"443","KRLST","[13.4964,59.39767]"
"444","KRLST","[13.51983,59.38385]"
"445","KRLST","[13.49734,59.39354]"
"446","KRLST","[13.52075,59.40063]"
"447","KRLST","[13.49648,59.39603]"
"448","KRLST","[13.49153,59.37726]"
"449","KRLST","[13.51315,59.38893]"
"450","KRLST","[13.50742,59.40087]"
"451","KRLST","[13.54333,59.4119]"
"452","KRLST","[13.50776,59.40577]"
"453","KRLST","[13.50363,59.38825]"
"454","KRLST","[13.4975,59.39007]"
"455","KRLST","[13.51887,59.37445]"
"456","KRLST","[13.50879,59.37156]"
"457","KRLST","[13.51958,59.4101]"
"458","KRLST","[13.47606,59.36916]"
"459","KRLST","[13.48399,59.37472]"
"460","KRLST","[13.4959,59.41138]"
"461","KRLST","[13.50029,59.38236]"
"462","KRLST","[13.54954,59.40899]"
"463","KRLST","[13.48566,59.38043]"
"464","KRLST","[13.50106,59.3654]"
"465","KRLST","[13.54482,59.39671]"
"466","KRLST","[13.45477,59.39048]"
"467","KRLST","[13.48018,59.38098]"
"468","KRLST","[13.44495,59.38041]"
"469","KRLST","[13.53896,59.39892]"
"470","KRLST","[13.58562,59.40798]"
"471","KRLST","[13.52718,59.38648]"
"472","KRLST","[13.57982,59.40376]"
"473","KRLST","[13.49974,59.39958]"
"474","KRLST","[13.53949,59.39659]"
"475","KRLST","[13.49616,59.39787]"
"476","KRLST","[13.50634,59.4014]"
"477","KRLST","[13.50498,59.39068]"
"478","KRLST","[13.55225,59.40236]"
"479","KRLST","[13.49893,59.37417]"
"480","KRLST","[13.56509,59.40854]"
"481","KRLST","[13.47039,59.3804]"
"482","KRLST","[13.57673,59.40632]"
"483","KRLST","[13.45575,59.37304]"
"484","KRLST","[13.46554,59.38118]"
"485","KRLST","[13.51746,59.38767]"
"486","KRLST","[13.46793,59.38514]"
"487","KRLST","[13.50627,59.37978]"
"488","KRLST","[13.45333,59.38282]"
"489","KRLST","[13.52234,59.38046]"
"490","KRLST","[13.50022,59.40705]"
"491","KRLST","[13.57543,59.41362]"
"492","KRLST","[13.4949,59.36833]"
"493","KRLST","[13.47098,59.38718]"
"494","KRLST","[13.5148,59.37663]"
"495","KRLST","[13.55821,59.40269]"
"496","KRLST","[13.50855,59.37104]"
"497","KRLST","[13.55321,59.40539]"
"498","KRLST","[13.47067,59.38801]"
"499","KRLST","[13.46107,59.37066]"
"500","KRLST","[13.56047,59.39661]"
"501","KRLST","[13.51777,59.40514]"
"502","KRLST","[13.48494,59.37412]"
"503","KRLST","[13.53922,59.40798]"
"504","KRLST","[13.51144,59.37528]"
"505","KRLST","[13.56172,59.41498]"
"506","KRLST","[13.50083,59.38206]"
"507","KRLST","[13.55748,59.40038]"
"508","KRLST","[13.48909,59.37119]"
"509","KRLST","[13.52962,59.39284]"
"510","KRLST","[13.50135,59.39428]"
"511","KRLST","[13.49945,59.40765]"
"512","KRLST","[13.5749,59.40494]"
"513","KRLST","[13.52044,59.40801]"
"514","KRLST","[13.51843,59.37994]"
"515","KRLST","[13.56873,59.40499]"
"516","KRLST","[13.47707,59.38752]"
"517","KRLST","[13.52183,59.39967]"
"518","KRLST","[13.48339,59.41867]"
"519","KRLST","[13.46031,59.37203]"
"520","KRLST","[13.48876,59.41139]"
"521","KRLST","[13.4869,59.3721]"
"522","KRLST","[13.4901,59.37472]"
"523","KRLST","[13.48583,59.41106]"
"524","KRLST","[13.50783,59.38528]"
"525","KRLST","[13.46065,59.37265]"
"526","KRLST","[13.50133,59.37409]"
"527","KRLST","[13.47227,59.39183]"
"528","KRLST","[13.47155,59.379]"
"529","KRLST","[13.49711,59.37422]"
"530","KRLST","[13.5341,59.38965]"
"531","KRLST","[13.45966,59.37704]"
"532","KRLST","[13.53738,59.39917]"
"533","KRLST","[13.50845,59.38113]"
"534","KRLST","[13.54523,59.41817]"
"535","KRLST","[13.5443,59.41281]"
"536","KRLST","[13.47176,59.37436]"
"537","KRLST","[13.5565,59.41095]"
"538","KRLST","[13.58353,59.40945]"
"539","KRLST","[13.57352,59.39857]"
"540","KRLST","[13.53325,59.38585]"
"541","KRLST","[13.46196,59.37626]"
"542","KRLST","[13.49003,59.379]"
"543","KRLST","[13.48891,59.41111]"
"544","KRLST","[13.52962,59.38958]"
"545","KRLST","[13.47963,59.38969]"
"546","KRLST","[13.55241,59.40354]"
"547","KRLST","[13.46846,59.37681]"
"548","KRLST","[13.45481,59.38351]"
"549","KRLST","[13.57237,59.3986]"
"550","KRLST","[13.47021,59.37129]"
"551","KRLST","[13.47437,59.37391]"
"552","KRLST","[13.57351,59.39825]"
"553","KRLST","[13.54056,59.41122]"
"554","KRLST","[13.51628,59.37084]"
"555","KRLST","[13.4865,59.37326]"
"556","KRLST","[13.4814,59.3751]"
"557","KRLST","[13.49438,59.4063]"
"558","KRLST","[13.49085,59.38184]"
"559","KRLST","[13.54195,59.40129]"
"560","KRLST","[13.50132,59.39437]"
"561","KRLST","[13.51643,59.4233]"
"562","KRLST","[13.50301,59.38882]"
"563","KRLST","[13.50367,59.4027]"
"564","KRLST","[13.50052,59.38373]"
"565","KRLST","[13.58219,59.40473]"
"566","KRLST","[13.54195,59.40129]"
"567","KRLST","[13.48363,59.41348]"
"568","KRLST","[13.48395,59.40607]"
"569","KRLST","[13.45024,59.38792]"
"570","KRLST","[13.53188,59.38722]"
"571","KRLST","[13.56441,59.4064]"
"572","KRLST","[13.50893,59.40877]"
"573","KRLST","[13.46092,59.37053]"
"574","KRLST","[13.51406,59.38818]"
"575","KRLST","[13.46891,59.3763]"
"576","KRLST","[13.55652,59.39963]"
"577","KRLST","[13.49177,59.37432]"
"578","KRLST","[13.45864,59.37501]"
"579","KRLST","[13.47233,59.36656]"
"580","KRLST","[13.51131,59.40267]"
"581","KRLST","[13.50512,59.37231]"
"582","KRLST","[13.57272,59.4111]"
"583","KRLST","[13.50295,59.38876]"
"584","KRLST","[13.4952,59.37572]"
"585","KRLST","[13.49287,59.3814]"
"586","KRLST","[13.4448,59.38193]"
"587","KRLST","[13.50171,59.39369]"
"588","KRLST","[13.46003,59.37941]"
"589","KRLST","[13.47662,59.37894]"
"590","KRLST","[13.45551,59.37752]"
"591","KRLST","[13.57335,59.4062]"
"592","KRLST","[13.48447,59.38133]"
"593","KRLST","[13.51619,59.37621]"
"594","KRLST","[13.56851,59.40211]"
"595","KRLST","[13.5095,59.39931]"
"596","KRLST","[13.45328,59.38896]"
"597","KRLST","[13.54138,59.40795]"
"598","KRLST","[13.49225,59.39966]"
"599","KRLST","[13.51019,59.40769]"
"600","KRLST","[13.48693,59.40823]"
"601","KRLST","[13.50496,59.3799]"
"602","KRLST","[13.46629,59.37097]"
"603","KRLST","[13.56539,59.40887]"
"604","KRLST","[13.49691,59.40296]"
"605","KRLST","[13.45961,59.36942]"
"606","KRLST","[13.52277,59.38438]"
"607","KRLST","[13.48348,59.37811]"
"608","KRLST","[13.55541,59.40457]"
"609","KRLST","[13.49629,59.37931]"
"610","KRLST","[13.53098,59.39299]"
"611","KRLST","[13.4555,59.37035]"
"612","KRLST","[13.49137,59.37351]"
"613","KRLST","[13.56429,59.41074]"
"614","KRLST","[13.52274,59.40369]"
"615","KRLST","[13.4831,59.41892]"
"616","KRLST","[13.54344,59.41793]"
"617","KRLST","[13.45395,59.38247]"
"618","KRLST","[13.48916,59.41792]"
"619","KRLST","[13.5459,59.40902]"
"620","KRLST","[13.57348,59.40095]"
"621","KRLST","[13.48132,59.38798]"
"622","KRLST","[13.49691,59.40296]"
"623","KRLST","[13.46844,59.38671]"
"624","KRLST","[13.48039,59.37647]"
"625","KRLST","[13.49636,59.38591]"
"626","KRLST","[13.51694,59.38972]"
"627","KRLST","[13.47693,59.42152]"
"628","KRLST","[13.47729,59.38752]"
"629","KRLST","[13.54451,59.39813]"
"630","KRLST","[13.51834,59.40572]"
"631","KRLST","[13.45681,59.39105]"
"632","KRLST","[13.54933,59.41636]"
"633","KRLST","[13.56258,59.40737]"
"634","KRLST","[13.52293,59.37709]"
"635","KRLST","[13.54435,59.4059]"
"636","KRLST","[13.4607,59.37914]"
"637","KRLST","[13.58312,59.40992]"
"638","KRLST","[13.49229,59.41437]"
"639","KRLST","[13.51569,59.38457]"
"640","KRLST","[13.49386,59.3658]"
"641","KRLST","[13.48458,59.4155]"
"642","KRLST","[13.51108,59.39809]"
"643","KRLST","[13.46635,59.37769]"
"644","KRLST","[13.53048,59.38289]"
"645","KRLST","[13.5716,59.40603]"
"646","KRLST","[13.48734,59.38913]"
"647","KRLST","[13.57038,59.40525]"
"648","KRLST","[13.46737,59.38597]"
"649","KRLST","[13.49179,59.41615]"
"650","KRLST","[13.49145,59.40883]"
"651","KRLST","[13.44678,59.38376]"
"652","KRLST","[13.50496,59.3799]"
"653","KRLST","[13.5477,59.41826]"
"654","KRLST","[13.58436,59.40355]"
"655","KRLST","[13.50764,59.37557]"
"656","KRLST","[13.50176,59.39904]"
"657","KRLST","[13.49918,59.39177]"
"658","KRLST","[13.56841,59.41132]"
"659","KRLST","[13.49262,59.41323]"
"660","KRLST","[13.53424,59.40697]"
"661","KRLST","[13.49623,59.38654]"
"662","KRLST","[13.46818,59.38742]"
"663","KRLST","[13.56023,59.41345]"
"664","KRLST","[13.51942,59.409]"
"665","KRLST","[13.49064,59.37441]"
